Ohio_STR;TEACHERS;GLOBAL LIQUIDITY RESERVE;;;INTERNATIONAL FUNDS;;GLOBAL CUSTODIAN LIQUIDITY RESERVE;I-GLR;0
Ohio_STR;TEACHERS;US TREAS MONEY MARKET - 6NC;;2,019,972.00;COMMON STOCK;2,019,972.23;NEXT CENTURY (SG);6NC;0
Ohio_STR;TEACHERS;WILLIAM LYON HOMES-CL A;;1,510,592.00;COMMON STOCK;91,551.00;NEXT CENTURY (SG);6NC;0
Ohio_STR;TEACHERS;ZELTIQ AESTHETICS INC;;3,626,591.00;COMMON STOCK;127,115.00;NEXT CENTURY (SG);6NC;0
Ohio_STR;TEACHERS;ZENDESK INC;;822,072.00;COMMON STOCK;31,092.00;NEXT CENTURY (SG);6NC;0
Ohio_STR;TEACHERS;S&P 500 EMINI FUTURES MAR16;;127,924,890.00;EQUITY FUTURES CONTRACTS;1,257.00;TOTAL FUND ALLOCATION PORTFOLIO;TFA;0
Ohio_STR;TEACHERS;ISHARES MSCI EAFE INDEX FUND;;188,000,000.00;INTERNATIONAL COMMON STOCKS;3,200,000.00;TOTAL FUND ALLOCATION PORTFOLIO;TFA;0
Ohio_STR;TEACHERS;ISHARES MSCI EMERGING MKT;;88,522,500.00;INTERNATIONAL COMMON STOCKS;2,750,000.00;TOTAL FUND ALLOCATION PORTFOLIO;TFA;0
Ohio_STR;TEACHERS;AMXCA 2015-1 A (6/15/17);;;ABSCARD FLOAT BULLET MATURITY;BACCT 2007-A4 A4 (6/15/2017);EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;;;;ABSCARD FLOAT BULLET MATURITY;75,728,000.00;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;BACCT 2014-A2 A (4/17/2017);;;ABSCARD FLOAT BULLET MATURITY;CCCIT 2013-A12 A12 (11/7/16);EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;;;;ABSCARD FLOAT BULLET MATURITY;CHAIT 2014-A8 A (11/15/16);EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;;;;ABSCARD FLOAT BULLET MATURITY;;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;AMERICAN HONDA FINANCE;;;CORPORATE NOTES/BONDS;APPLE INC;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;;;;CORPORATE NOTES/BONDS;BANK OF AMERICA NA;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;;;;CORPORATE NOTES/BONDS;BERKSHIRE HATHAWAY FIN;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;;;;CORPORATE NOTES/BONDS;CATERPILLAR FINANCIAL;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;;;;CORPORATE NOTES/BONDS;CHEVRON CORP;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;;;;CORPORATE NOTES/BONDS;GE CAPITAL INTL FUNDING;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;;;;CORPORATE NOTES/BONDS;30,375,000.00;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;JOHN DEERE CAPITAL CORP;;;CORPORATE NOTES/BONDS;JP MORGAN CHASE BANK NA;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;;;;CORPORATE NOTES/BONDS;KIMBERLY-CLARK CORP;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;;;;CORPORATE NOTES/BONDS;MERCK & CO INC;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;;;;CORPORATE NOTES/BONDS;MET LIFE GLOB FUNDING I;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;;;;CORPORATE NOTES/BONDS;NATIONAL RURAL UTILITIES;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;;;;CORPORATE NOTES/BONDS;NATIONAL RURAL UTILITIES;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;;;;CORPORATE NOTES/BONDS;NEW YORK LIFE GLOBAL FDG;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;;;;CORPORATE NOTES/BONDS;TOYOTA MOTOR CREDIT CORP;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;;;;CORPORATE NOTES/BONDS;US BANK NA CINCINNATI (2/17/16;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;;;;CORPORATE NOTES/BONDS;;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;FANNIE MAE;;;FLOATING RATE AGENCY BOND;FEDERAL HOME LOAN BANK;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;;;;FLOATING RATE AGENCY BOND;FEDERAL HOME LOAN BANK;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;;;;FLOATING RATE AGENCY BOND;;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;EQUITY SWAP - LIQUIDITY;;;INTERNATIONAL FUNDS;;EAFE SWAPS;EQS;1
Ohio_STR;TEACHERS;EQS-E;;;INTERNATIONAL FUNDS;;EMERGING SWAP;EQS-E;1
Ohio_STR;TEACHERS;AMERICA MOVIL S.A.B. DE C.V.;;;COMMON STOCK;700,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;ANGLOGOLD ASHANTI LTD ADR;;;COMMON STOCK;326,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;AU OPTRONICS CORP - ADR;;;COMMON STOCK;160,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;BANCO BRADESCO ADR;;;COMMON STOCK;336,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;BANCO SANTANDER ADR;;;COMMON STOCK;111,999.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CEMEX ADR;;;COMMON STOCK;799,999.96;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CHINA MOBILE LIMITED;;;COMMON STOCK;480,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;COCA-COLA FEMSA-ADR;;;COMMON STOCK;14,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;COMP DE SANEAMENTO ADR;;;COMMON STOCK;1,440,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;COMPANHIA BRASILEIRE ADR;;;COMMON STOCK;180,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;COMPANIA DE MINAS ADR;;;COMMON STOCK;100,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;DOCTOR REDDY'S LAB - ADR;;;COMMON STOCK;224,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;ENEL GENERACION CHILE SA;;;COMMON STOCK;80,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;ENERSIS SA ADR;;;COMMON STOCK;280,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;FIBRIA CELULOSE SA;;;COMMON STOCK;91,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;FOMENTO ECONOMICO MEX SP;;;COMMON STOCK;140,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;GERDAU SA SIDERURG SPONS;;;COMMON STOCK;96,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;GOLD FIELDS LTD-SPONS ADR;;;COMMON STOCK;12,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;GRUPO AEROPORTUARIO DEL -;;;COMMON STOCK;280,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;ICICI BANK LTD - ADR;;;COMMON STOCK;200,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;LUKOIL PJSC;;;COMMON STOCK;400,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;MOBILE TELESYSTEMS ADR;;;COMMON STOCK;320,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;PETROLEO BRASILEIRO S.A.-ADR;;;COMMON STOCK;100,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;POSCO-ADR;;;COMMON STOCK;48,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;SILICONWARE PRECISION-ADR;;;COMMON STOCK;89,641.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;SOUTHERN COPPER CORP;;;COMMON STOCK;120,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;TATA MOTORS LTD-SPON ADR;;;COMMON STOCK;280,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;TELEF BRASIL - ADR;;;COMMON STOCK;384,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;X 5 RETAIL GROUP NV NPV GDR;;;COMMON STOCK;448,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;ASIA PACIFIC FUND INC CF;;;COUNTRY FUNDS - CLOSED END;204,658.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;FLEMING CZECH & SLOVAK;;;COUNTRY FUNDS - CLOSED END;346,800.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;INDIA FUND INC.;;;COUNTRY FUNDS - CLOSED END;36,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;ISHARES FTSE CHINA 25 INDEX;;;COUNTRY FUNDS - CLOSED END;576,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;ISHARES MSCI BRAZIL CAPPED;;;COUNTRY FUNDS - CLOSED END;240,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;KOREA EQUITY FUND;;;COUNTRY FUNDS - CLOSED END;120,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;KOREA FUND;;;COUNTRY FUNDS - CLOSED END;40,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;TAIWAN FUND INC;;;COUNTRY FUNDS - CLOSED END;65,361.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;TAIWAN OPPROTUNITIES FUND;;;COUNTRY FUNDS - CLOSED END;200,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;THAI FUND INC;;;COUNTRY FUNDS - CLOSED END;80,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;ABERDEEN INDONESIA FUND INC;;;INTERNATIONAL COMMON STOCKS;40,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;ACER INCORPORATED;;;INTERNATIONAL COMMON STOCKS;1,488,236.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;ADVANCED INFO SERVICE F;;;INTERNATIONAL COMMON STOCKS;1,600,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;ADVANTECH CO LTD;;;INTERNATIONAL COMMON STOCKS;116,182.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;AGORA SA;;;INTERNATIONAL COMMON STOCKS;63,927.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;AKBANK T.A.S. B;;;INTERNATIONAL COMMON STOCKS;800,000.50;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;AKF SISTEMA REG S SPONS GDR;;;INTERNATIONAL COMMON STOCKS;640,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;AKSIGORTA;;;INTERNATIONAL COMMON STOCKS;1,200,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;ALFA SA DE CV SER';;;INTERNATIONAL COMMON STOCKS;4,400,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;ALLAHABAD BANK;;;INTERNATIONAL COMMON STOCKS;800,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;ANGLO AMERICAN ORD;;;INTERNATIONAL COMMON STOCKS;56,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;ANGLO AMERICAN PLATINUM LTD;;;INTERNATIONAL COMMON STOCKS;50,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;ANHUI CONCH CEMENT CO LTD-H;;;INTERNATIONAL COMMON STOCKS;3,200,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;ANHUI EXPRESSWAY CO LTD;;;INTERNATIONAL COMMON STOCKS;12,800,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;ARCA CONTINENTAL SAB DE CV;;;INTERNATIONAL COMMON STOCKS;772,416.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;AU OPTRONICS CORP;;;INTERNATIONAL COMMON STOCKS;1,170,260.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;AXIS BANK LTD;;;INTERNATIONAL COMMON STOCKS;380,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;AYALA CORPORATION;;;INTERNATIONAL COMMON STOCKS;608,256.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;BANCO BRADESCO SA;;;INTERNATIONAL COMMON STOCKS;1,152,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;BANGKOK EXPRESSWAY;;;INTERNATIONAL COMMON STOCKS;3,600,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;BANK DAGANG NAS ID;;;INTERNATIONAL COMMON STOCKS;930,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;BANK PEKAO SA ORD;;;INTERNATIONAL COMMON STOCKS;64,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;BARLOWORLD LIMITED;;;INTERNATIONAL COMMON STOCKS;400,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;BEC WORLD PCL-FOREIGN;;;INTERNATIONAL COMMON STOCKS;2,400,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;BEIJING CAPITAL INTL AIRPO-H;;;INTERNATIONAL COMMON STOCKS;9,061,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;BHARAT PETROLEUM CORP LTD;;;INTERNATIONAL COMMON STOCKS;280,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;BNK FINANCIAL GROUP INC;;;INTERNATIONAL COMMON STOCKS;130,996.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;BRASKEM SA-PREF A;;;INTERNATIONAL COMMON STOCKS;56,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CASA ANGLO BRAS S.A.;;;INTERNATIONAL COMMON STOCKS;44,161,119.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CATHAY LIFE INSURANCE CO;;;INTERNATIONAL COMMON STOCKS;3,423,427.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CCR SA;;;INTERNATIONAL COMMON STOCKS;280,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CENCOSUD SA;;;INTERNATIONAL COMMON STOCKS;3,200,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CENTRAL AND EASTERN EUROPE;;;INTERNATIONAL COMMON STOCKS;248,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CHAROEN P FEEDMILL;;;INTERNATIONAL COMMON STOCKS;1,600,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CHINA COMMUNICATIONS SERVI-H;;;INTERNATIONAL COMMON STOCKS;12,000,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CHINA CONSTRUCTION BANK-H;;;INTERNATIONAL COMMON STOCKS;28,000,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CHINA LIFE INSURANCE CO-H;;;INTERNATIONAL COMMON STOCKS;1,800,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CHINA MOBILE HK LTD HKD 0.1;;;INTERNATIONAL COMMON STOCKS;280,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CHINA MOTOR;;;INTERNATIONAL COMMON STOCKS;412,110.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CHINA PETROLEUM;;;INTERNATIONAL COMMON STOCKS;8,320,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CHINA POWER INTERNATIONAL;;;INTERNATIONAL COMMON STOCKS;16,000,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CHINA RESOURCES ENTERPRISES;;;INTERNATIONAL COMMON STOCKS;4,000,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CHINA TELECOM CORP;;;INTERNATIONAL COMMON STOCKS;9,600,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CHINA TRAVEL INTL;;;INTERNATIONAL COMMON STOCKS;31,000,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CHINA UNICOM;;;INTERNATIONAL COMMON STOCKS;2,798,800.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CHINATRUST FINANCIAL HOLDING;;;INTERNATIONAL COMMON STOCKS;7,148,505.98;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CHUNGHWA TELECOM;;;INTERNATIONAL COMMON STOCKS;2,264,400.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CIA BRASILEIRA DE DIS-PREF;;;INTERNATIONAL COMMON STOCKS;96,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CIA HERING;;;INTERNATIONAL COMMON STOCKS;720,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CIA SANEAMENTO BASICO;;;INTERNATIONAL COMMON STOCKS;120,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CIA VALE RIO DOCE-;;;INTERNATIONAL COMMON STOCKS;224,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CIMSA TRL1000;;;INTERNATIONAL COMMON STOCKS;210,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CIPLA LIMITED;;;INTERNATIONAL COMMON STOCKS;480,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CJ O SHOPPING CO., LTD;;;INTERNATIONAL COMMON STOCKS;18,197.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CNOOC LTD;;;INTERNATIONAL COMMON STOCKS;4,000,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;COMPAL ELECTRONICS;;;INTERNATIONAL COMMON STOCKS;4,915,459.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;COSCO SHIPPING HOLDINGS CO;;;INTERNATIONAL COMMON STOCKS;1,600,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;CRESUD S.A.C.I.F.y A.;;;INTERNATIONAL COMMON STOCKS;1.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;DATANG INTERNATIONAL POWER;;;INTERNATIONAL COMMON STOCKS;2,880,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;DELTA ELECTRONICS INC;;;INTERNATIONAL COMMON STOCKS;531,581.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;DLF LIMITED;;;INTERNATIONAL COMMON STOCKS;120,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;DR REDDY'S LABORATORIES;;;INTERNATIONAL COMMON STOCKS;24,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;EDP-ENERGIAS DO BRASIL;;;INTERNATIONAL COMMON STOCKS;888,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;E-MART CO., LTD;;;INTERNATIONAL COMMON STOCKS;36,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;EMBOTELLADORA ANDINA-PREF B;;;INTERNATIONAL COMMON STOCKS;2,400,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;FAR EASTERN DEPARTMENT;;;INTERNATIONAL COMMON STOCKS;3,200,434.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;FAR EASTONE TELECOMM CO LTD;;;INTERNATIONAL COMMON STOCKS;2,800,156.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;FIRST PACIFIC CO LTD;;;INTERNATIONAL COMMON STOCKS;3,600,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;FISKARAGUNG PERK I;;;INTERNATIONAL COMMON STOCKS;301,500.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;FORD OTOMOTIV SAN;;;INTERNATIONAL COMMON STOCKS;144,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;FORMOSA PLASTICS CORP;;;INTERNATIONAL COMMON STOCKS;1,598,977.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;GAMUDA BERHAD;;;INTERNATIONAL COMMON STOCKS;4,000,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;GERDAU SA;;;INTERNATIONAL COMMON STOCKS;400,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;GIGABYTE TECHNOLOGY CO.;;;INTERNATIONAL COMMON STOCKS;1,063,125.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;GOLD FIELDS LIMITE;;;INTERNATIONAL COMMON STOCKS;180,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;GPO IND BIMBO SER';;;INTERNATIONAL COMMON STOCKS;2,204,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;GROUP FIVE LTD;;;INTERNATIONAL COMMON STOCKS;240,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;GRUPO MEXICO SAB DE CV;;;INTERNATIONAL COMMON STOCKS;1,600,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;GUANGDONG INVESTMENT LTD;;;INTERNATIONAL COMMON STOCKS;3,744,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;GUANGSHEN RAILWAY;;;INTERNATIONAL COMMON STOCKS;16,000,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;GUANGZHOU AUTOMOBILE GROUP;;;INTERNATIONAL COMMON STOCKS;5,498,701.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;HACI OMER SABANCI HOLDING;;;INTERNATIONAL COMMON STOCKS;700,000.18;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;HANA FINANCIAL GROUP;;;INTERNATIONAL COMMON STOCKS;240,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;HARMONY GOLD MINING CO;;;INTERNATIONAL COMMON STOCKS;240,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;HIGH TECH COMPUTER CORP;;;INTERNATIONAL COMMON STOCKS;263,288.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;HINDALCO INDUSTRIES LIMITED;;;INTERNATIONAL COMMON STOCKS;320,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;HINDUSTAN UNILEVER LTD;;;INTERNATIONAL COMMON STOCKS;464,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;HNA INFRASTRUCTURE COMPANY;;;INTERNATIONAL COMMON STOCKS;2,170,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;HON HAI PRECISION INDUSTRY CO;;;INTERNATIONAL COMMON STOCKS;6,944,983.50;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;HONG LEONG BANK;;;INTERNATIONAL COMMON STOCKS;742,400.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;HONG LEONG FINANCIAL GROUP;;;INTERNATIONAL COMMON STOCKS;112,900.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;HURRIYET GAZETECILIK;;;INTERNATIONAL COMMON STOCKS;1,600,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;HYUNDAI MOTOR CO K;;;INTERNATIONAL COMMON STOCKS;88,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;HYUNDAI MOTOR CO LTD-PFD;;;INTERNATIONAL COMMON STOCKS;28,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;HYUNDAI MOTOR LTD;;;INTERNATIONAL COMMON STOCKS;32,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;HYUNDAI PRECISION;;;INTERNATIONAL COMMON STOCKS;7,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;ICICI BANK LTD;;;INTERNATIONAL COMMON STOCKS;2,400,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;IG SEISMIC SERVICE - REG S;;;INTERNATIONAL COMMON STOCKS;12,375.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;IJM CORP BERHAD;;;INTERNATIONAL COMMON STOCKS;3,840,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
Ohio_STR;TEACHERS;IMPALA PLATINUM HL;;;INTERNATIONAL COMMON STOCKS;172,000.00;INTERNAL EMERGING ACTIVE;I-ACT;1
